[frame 00031] webcam=156.0ms  encode=61.7ms  decode=11.5ms  reproject=0.0ms  render=33.3ms  grid=5.0ms  imwrite=0.0ms  stream=1.5ms  TOTAL=269.0ms  (3.7 fps)
[frame 00032] webcam=160.7ms  encode=63.2ms  decode=12.1ms  reproject=0.0ms  render=33.1ms  grid=6.6ms  imwrite=0.0ms  stream=1.4ms  TOTAL=277.0ms  (3.6 fps)
[frame 00033] webcam=156.9ms  encode=64.9ms  decode=12.9ms  reproject=0.0ms  render=34.0ms  grid=5.7ms  imwrite=0.0ms  stream=2.1ms  TOTAL=276.5ms  (3.6 fps)
[frame 00034] webcam=160.9ms  encode=60.8ms  decode=12.7ms  reproject=0.0ms  render=31.7ms  grid=6.0ms  imwrite=0.0ms  stream=1.4ms  TOTAL=273.5ms  (3.7 fps)
[frame 00035] webcam=161.8ms  encode=70.5ms  decode=12.6ms  reproject=0.0ms  render=36.9ms  grid=4.9ms  imwrite=0.0ms  stream=1.4ms  TOTAL=288.2ms  (3.5 fps)
[frame 00036] webcam=161.8ms  encode=60.1ms  decode=11.8ms  reproject=0.0ms  render=32.6ms  grid=5.7ms  imwrite=0.0ms  stream=1.5ms  TOTAL=273.6ms  (3.7 fps)
[frame 00037] webcam=162.6ms  encode=64.8ms  decode=13.0ms  reproject=0.0ms  render=31.8ms  grid=5.1ms  imwrite=0.0ms  stream=1.3ms  TOTAL=278.8ms  (3.6 fps)
[frame 00038] webcam=166.3ms  encode=62.9ms  decode=12.5ms  reproject=0.0ms  render=31.9ms  grid=5.6ms  imwrite=0.0ms  stream=1.3ms  TOTAL=280.5ms  (3.6 fps)
[frame 00039] webcam=158.5ms  encode=62.4ms  decode=14.4ms  reproject=0.0ms  render=30.9ms  grid=6.9ms  imwrite=0.0ms  stream=1.3ms  TOTAL=274.6ms  (3.6 fps)
[frame 00040] webcam=162.9ms  encode=61.8ms  decode=11.7ms  reproject=0.0ms  render=32.5ms  grid=5.7ms  imwrite=0.0ms  stream=2.3ms  TOTAL=276.8ms  (3.6 fps)
[frame 00041] webcam=161.7ms  encode=66.7ms  decode=11.7ms  reproject=0.0ms  render=34.3ms  grid=5.5ms  imwrite=0.0ms  stream=1.3ms  TOTAL=281.2ms  (3.6 fps)
[frame 00042] webcam=154.9ms  encode=65.2ms  decode=12.2ms  reproject=0.0ms  render=33.9ms  grid=5.6ms  imwrite=0.0ms  stream=1.5ms  TOTAL=273.2ms  (3.7 fps)
